ecosystem_name,num_repos,pct_total,pct_total_running,num_subecosystems,curr_num_commits,one_month_commit_growth_pct,three_month_commit_growth_pct,curr_num_devs,one_month_dev_growth_pct,three_month_dev_growth_pct,ecosystem_label,Ethereum_rollup,Execution VM,Support Tooling?
Ethereum,115588,16.15%,16.15%,1625,42766,5.814528899,-5.042520594,2728,10.62449311,-16.4983165,Ethereum,,EVM,
Solana,56703,7.92%,24.07%,348,4696,-6.08,-36.90716109,836,-11.15834219,-32.2528363,Solana,,SVM,
Cosmos Network Stack,35066,4.90%,28.97%,760,7732,-7.930459633,-19.06207474,833,1.461632156,-13.13868613,Cosmos Network Stack,,CosmWasm,
Polygon,29529,4.12%,33.09%,491,4805,-3.261526072,-26.76421277,498,-0.5988023952,-17.68595041,Polygon,,EVM,
Hardhat,24461,3.42%,36.51%,0,1041,-9.47826087,-29.37584803,260,-1.140684411,-33.16195373,Hardhat,,EVM,
Tendermint,22388,3.13%,39.63%,573,4240,-2.974828375,-19.48347892,446,12.34256927,-7.468879668,Tendermint,,CosmWasm,
BNB Chain (BSC),21384,2.99%,42.62%,479,5112,5.380333952,-21.79899036,588,10.94339623,-10.50228311,BNB Chain (BSC),,EVM,
Polkadot Network,19051,2.66%,45.28%,433,4089,-9.455270151,-18.00681773,617,0,-11.22302158,Polkadot Network,,Other,
BNB Chain,18760,2.62%,47.90%,496,3617,-4.185430464,-17.70193402,334,8.441558442,-6.442577031,BNB Chain,,EVM,
Cosmos Network,14979,2.09%,50.00%,248,4446,-11.16883117,-24.873268,646,3.36,-13.52074967,Cosmos Network,,CosmWasm,
Polkadot,13948,1.95%,51.94%,417,3591,-10.38183179,-15.96068336,534,4.705882353,-8.24742268,Polkadot,,Other,
NEAR,13454,1.88%,53.82%,188,2510,-1.684292989,-24.71505699,192,-10.69767442,-32.63157895,NEAR,,Other,
Internet Computer,12578,1.76%,55.58%,218,3253,-10.33627343,-23.06054872,369,-15.36697248,-31.2849162,Internet Computer,,Other,
Bitcoin,12326,1.72%,57.30%,209,4473,3.017042837,-16.84327942,610,-5.132192846,-16.09353508,Bitcoin,,Other,
Move Stack,11699,1.63%,58.94%,100,2031,-35.58515699,-88.94393032,394,-19.75560081,-52.53012048,Move Stack,,MoveVM,
Move,11699,1.63%,60.57%,100,2031,-35.58515699,-88.94393032,394,-19.75560081,-52.53012048,Move,,MoveVM,
Arbitrum,9798,1.37%,61.94%,394,4442,1.787351054,-2.137034589,388,-1.272264631,-14.34878587,Arbitrum,,EVM,
Cosmos,9107,1.27%,63.21%,200,2827,-1.908396947,-18.20023148,477,6,-10.16949153,Cosmos,,CosmWasm,
Foundry,9085,1.27%,64.48%,0,2807,11.87724193,-28.46585117,672,5.826771654,-15.15151515,Foundry,,EVM,
Truffle,8861,1.24%,65.72%,1,243,34.25414365,-13.52313167,69,16.94915254,-15.85365854,Truffle,,EVM,
Anchor Framework,8795,1.23%,66.95%,0,229,-12.92775665,18.04123711,39,-11.36363636,-9.302325581,Anchor Framework,,SVM,
Flow,7032,0.98%,67.93%,64,738,118.3431953,-50.6684492,68,4.615384615,-61.14285714,Flow,,Other,
Avalanche,6207,0.87%,68.80%,257,884,-16.44612476,-22.45614035,175,-6.417112299,-8.854166667,Avalanche,,EVM,
Celo,6039,0.84%,69.64%,102,1688,10.18276762,-12.44813278,226,1.801801802,-19.28571429,Celo,,EVM,
Optimism,6037,0.84%,70.48%,126,1722,-4.066852368,-38.14655172,277,14.46280992,-9.771986971,Optimism,,EVM,
IPFS,5880,0.82%,71.31%,29,698,-26.83438155,-26.9874477,119,6.25,-15.60283688,IPFS,,Other,
Aptos,5864,0.82%,72.12%,64,497,-38.86838868,-96.78462832,132,-20.48192771,-73.44064386,Aptos,,MoveVM,
Base,5810,0.81%,72.94%,127,2953,18.54676837,-21.54622742,474,14.21686747,-18.69639794,Base,,EVM,
Starknet,5395,0.75%,73.69%,68,2168,0.2311604253,-36.02832694,407,-1.452784504,-27.58007117,Starknet,,EVM,
Filecoin,5122,0.72%,74.40%,23,495,-12.85211268,-35.03937008,109,11.2244898,-18.04511278,Filecoin,,Other,
Algorand,4186,0.58%,74.99%,54,256,21.32701422,-50.95785441,53,-8.620689655,-38.37209302,Algorand,,Other,
Sui,4119,0.58%,75.56%,43,1530,-28.67132867,-48.41537424,208,-16.8,-32.90322581,Sui,,MoveVM,
Tezos,3789,0.53%,76.09%,38,281,4.074074074,-24.66487936,63,23.52941176,-16,Tezos,,Other,
Ethereum Virtual Machine,3715,0.52%,76.61%,6,184,-32.35294118,-32.84671533,48,-4,-11.11111111,Ethereum Virtual Machine,,EVM,
The Graph,3660,0.51%,77.12%,3,165,-35.29411765,-32.09876543,38,-13.63636364,-5,The Graph,,Other,
Kusama,3412,0.48%,77.60%,123,1490,5.374823197,-14.61318052,209,5.025125628,-5.855855856,Kusama,,Other,
Tron,3399,0.47%,78.08%,42,146,2.816901408,-38.13559322,38,15.15151515,-29.62962963,Tron,,Other,
Stellar,3315,0.46%,78.54%,23,846,-12.51292658,-37.88546256,159,-10.16949153,-18.04123711,Stellar,,Other,
Flow Community,3193,0.45%,78.98%,0,322,253.8461538,-63.40909091,21,10.52631579,-79.80769231,Flow Community,,Other,
Scroll,3190,0.45%,79.43%,85,1420,-12.39975324,16.48892535,104,-3.703703704,-22.96296296,Scroll,,EVM,
Cardano,3137,0.44%,79.87%,39,1911,-15.44247788,-14.22800718,214,-18.93939394,-27.45762712,Cardano,,Other,
Mina Protocol,3067,0.43%,80.30%,12,490,18.93203883,-34.22818792,59,0,-31.39534884,Mina Protocol,,Other,
Stacks,3042,0.42%,80.72%,35,854,1.78784267,-18.12080537,115,8.490566038,-24.34210526,Stacks,,Other,
Fantom,2962,0.41%,81.14%,107,574,-3.691275168,-24.07407407,70,12.90322581,-4.109589041,Fantom,,EVM,
zkSync,2420,0.34%,81.47%,37,595,17.82178218,-48.48484848,117,-9.302325581,-31.17647059,zkSync,,EVM,
TON,2295,0.32%,81.79%,12,424,13.36898396,-23.6036036,73,1.388888889,-17.04545455,TON,,Other,
Arweave,2036,0.28%,82.08%,22,82,-46.05263158,-49.69325153,23,-23.33333333,-25.80645161,Arweave,,Other,
EOS,1967,0.27%,82.35%,35,362,-44.73282443,-24.26778243,30,-40,-28.57142857,EOS,,Other,
Osmosis,1896,0.26%,82.62%,22,728,-4.461942257,-10.23427867,101,8.602150538,5.208333333,Osmosis,,Other,
Hedera,1788,0.25%,82.87%,30,301,-0.6600660066,-15.68627451,76,-10.58823529,0,Hedera,,Other,
Binance Smart Chain,1785,0.25%,83.12%,164,309,36.12334802,-0.3225806452,57,11.76470588,9.615384615,Binance Smart Chain,,EVM,
Gnosis Chain,1734,0.24%,83.36%,43,1013,1.3,-3.339694656,120,46.34146341,-0.826446281,Gnosis Chain,,EVM,
Gitcoin Grants,1633,0.23%,83.59%,0,422,18.53932584,5.236907731,141,78.48101266,34.28571429,Gitcoin Grants,,Other,
MultiversX (Elrond),1591,0.22%,83.81%,14,240,-53.75722543,-27.92792793,55,-32.92682927,-15.38461538,MultiversX (Elrond),,EVM,
Gnosis,1413,0.20%,84.01%,35,757,8.920863309,2.85326087,84,20,-14.28571429,Gnosis,,EVM,
Harmony,1413,0.20%,84.21%,37,283,91.21621622,88.66666667,36,5.882352941,20,Harmony,,EVM,
Lightning,1329,0.19%,84.39%,12,801,-17.59259259,-32.0610687,145,-1.360544218,-5.22875817,Lightning,,Other,
XRP,1315,0.18%,84.57%,7,194,-44.25287356,-30.21582734,50,-35.8974359,-35.8974359,XRP,,Other,
Moonbeam,1277,0.18%,84.75%,83,516,-25.54112554,-38.57142857,69,-4.166666667,-20.68965517,Moonbeam,,EVM,
Aleo,1189,0.17%,84.92%,3,32,-40.74074074,-66.31578947,8,-27.27272727,-50,Aleo,,Other,
Substrate IBC,1042,0.15%,85.06%,0,7,,-30,3,,50,Substrate IBC,,Other,
Terra,1035,0.14%,85.21%,10,97,70.1754386,-16.37931034,23,64.28571429,4.545454545,Terra,,CosmWasm,
Moonriver,1024,0.14%,85.35%,52,307,-15.42699725,-26.55502392,48,-5.882352941,-12.72727273,Moonriver,,Other,
Klaytn,976,0.14%,85.49%,36,267,-1.838235294,-59.11179173,63,1.612903226,-18.18181818,Klaytn,,Other,
Kaia,971,0.14%,85.62%,27,289,6.25,82.91139241,45,18.42105263,7.142857143,Kaia,,Other,
Holochain,969,0.14%,85.76%,9,202,-10.61946903,-29.37062937,16,-5.882352941,-50,Holochain,,Other,
Aztec Protocol,957,0.13%,85.89%,3,631,13.48920863,-22.09876543,74,-8.641975309,-36.75213675,Aztec Protocol,1,Other,
Ergo,907,0.13%,86.02%,54,95,-45.0867052,-17.39130435,19,-9.523809524,-5,Ergo,,Other,
Chia,806,0.11%,86.13%,4,155,6.896551724,-35.6846473,20,25,-9.090909091,Chia,,Other,
Code 423n4,786,0.11%,86.24%,0,9,-70,-98.92086331,3,-57.14285714,-85.71428571,Code 423n4,,Other,
Aurora,762,0.11%,86.35%,55,86,48.27586207,-34.84848485,22,22.22222222,-42.10526316,Aurora,,Other,
IOTA,713,0.10%,86.45%,2,60,-41.17647059,-69.54314721,28,-3.448275862,0,IOTA,,Other,
Oasis,691,0.10%,86.54%,30,61,-23.75,-71.22641509,14,-12.5,-36.36363636,Oasis,,Other,
Everscale,674,0.09%,86.64%,4,38,-80,-78.16091954,16,-33.33333333,-36,Everscale,,Other,
Acala,661,0.09%,86.73%,17,267,0.7547169811,-37.76223776,26,62.5,18.18181818,Acala,,CosmWasm,
Coinmetrics,651,0.09%,86.82%,0,95,-17.39130435,41.79104478,11,-26.66666667,0,Coinmetrics,,Other,
Consensys,649,0.09%,86.91%,0,229,175.9036145,-29.75460123,52,188.8888889,36.84210526,Consensys,,EVM,
Polygon CDK,625,0.09%,87.00%,26,2236,1.775147929,10.747895,57,3.636363636,-31.3253012,Polygon CDK,,EVM,
Urbit,623,0.09%,87.09%,6,364,-36.91507799,-44.42748092,28,-22.22222222,-30,Urbit,,Other,
Noir Lang,621,0.09%,87.17%,1,209,-6.278026906,-37.98219585,34,-17.07317073,-44.26229508,Noir Lang,,Other,
Status,590,0.08%,87.26%,0,105,81.03448276,-45.3125,46,64.28571429,-17.85714286,Status,,Other,
Protocol Labs,590,0.08%,87.34%,28,1492,-18.20175439,-31.68498168,17,-10.52631579,-45.16129032,Protocol Labs,,Other,
IoTeX,584,0.08%,87.42%,27,77,-46.15384615,-61.30653266,15,-34.7826087,-31.81818182,IoTeX,,Other,
Zero Knowledge Cryptography,528,0.07%,87.49%,14,201,105.1020408,67.5,38,22.58064516,18.75,Zero Knowledge Cryptography,,Other,
Mantle,519,0.07%,87.57%,27,1975,-0.8036162732,9.17634052,27,12.5,-30.76923077,Mantle,,Other,
Polygon zkEVM,518,0.07%,87.64%,16,2183,2.344116268,16.05528974,38,2.702702703,-28.30188679,Polygon zkEVM,,EVM,
Skale Network,511,0.07%,87.71%,27,22467,1.293958521,12.83145842,15,15.38461538,-31.81818182,Skale Network,,EVM,
Monero,498,0.07%,87.78%,7,242,3.862660944,-19.06354515,52,0,-16.12903226,Monero,,Other,
Parity,495,0.07%,87.85%,0,201,-28.21428571,-5.188679245,52,-10.34482759,-5.454545455,Parity,,Other,
NFT,478,0.07%,87.92%,3,61,258.8235294,84.84848485,5,400,66.66666667,NFT,,Other,
Decentraland,463,0.06%,87.98%,2,184,33.33333333,55.93220339,20,-16.66666667,-33.33333333,Decentraland,,EVM,
Astar Network,447,0.06%,88.04%,23,129,-33.84615385,-20.37037037,24,14.28571429,-4,Astar Network,,Other,
Terra Classic,439,0.06%,88.10%,21,97,5.434782609,-28.14814815,18,20,20,Terra Classic,,Other,
EigenLayer,438,0.06%,88.17%,17,704,31.83520599,-13.7254902,123,25.51020408,-3.90625,EigenLayer,,EVM,
Farcaster,434,0.06%,88.23%,1,331,106.875,22.59259259,66,94.11764706,32,Farcaster,,EVM,
Rootstock,429,0.06%,88.29%,4,164,19.7080292,35.53719008,17,-26.08695652,-32,Rootstock,,Other,
Boba (OMG Network),429,0.06%,88.35%,13,68,-38.18181818,-43.33333333,10,-28.57142857,-44.44444444,Boba (OMG Network),,EVM,
Chainlink,414,0.06%,88.40%,1,202,26.25,-0.4926108374,56,-1.754385965,-9.677419355,Chainlink,,Other,
Maker,413,0.06%,88.46%,1,81,-26.36363636,-63.18181818,18,12.5,-25,Maker,,EVM,
Steem,409,0.06%,88.52%,10,34,-72.58064516,-22.72727273,6,50,-14.28571429,Steem,,Other,
Security,406,0.06%,88.58%,1,10,-76.19047619,-66.66666667,3,-50,-50,Security,,Other,
Manta Network,405,0.06%,88.63%,21,91,-26.61290323,-35,24,14.28571429,33.33333333,Manta Network,,Other,
Sherlock,402,0.06%,88.69%,0,10,-76.19047619,-66.66666667,3,-50,-50,Sherlock,,Other,
StarkWare,391,0.05%,88.74%,14,358,-25.72614108,-24.15254237,54,-28.94736842,-19.40298507,StarkWare,,EVM,
Ronin,378,0.05%,88.80%,9,68,6.25,6.25,17,88.88888889,-5.555555556,Ronin,,Other,
NEO,367,0.05%,88.85%,5,55,-31.25,37.5,14,-6.666666667,40,NEO,,Other,
thirdweb,356,0.05%,88.90%,0,66,-15.38461538,-73.06122449,19,18.75,0,thirdweb,,Other,
Aragon,353,0.05%,88.95%,1,150,26.05042017,134.375,12,-29.41176471,-20,Aragon,,EVM,
Nervos,349,0.05%,88.99%,1,131,40.86021505,2.34375,16,14.28571429,14.28571429,Nervos,,Other,
Fuel,341,0.05%,89.04%,3,168,-44,-60.74766355,51,-22.72727273,-32.89473684,Fuel,,Other,
 Code 423n4,336,0.05%,89.09%,0,7,40,16.66666667,2,-33.33333333,-50, Code 423n4,,Other,
Elrond,331,0.05%,89.14%,3,74,-70.4,-27.45098039,20,-25.92592593,-13.04347826,Elrond,,Other,
Ledger,329,0.05%,89.18%,0,169,6.289308176,-43.2885906,44,0,-8.333333333,Ledger,,Other,
Aave,325,0.05%,89.23%,4,139,-47.54716981,37.62376238,26,-33.33333333,-16.12903226,Aave,,EVM,
Eigenlayer AVS,319,0.04%,89.27%,10,547,25.17162471,-17.37160121,95,-1.041666667,-5,Eigenlayer AVS,,EVM,
BOB,316,0.04%,89.32%,5,165,75.53191489,-19.11764706,24,41.17647059,-4,BOB,,Other,
Celestia,311,0.04%,89.36%,10,266,29.75609756,-10.43771044,58,18.36734694,13.7254902,Celestia,,Other,
Hyperledger,311,0.04%,89.40%,0,136,16.23931624,-33.98058252,52,18.18181818,-11.86440678,Hyperledger,,Other,
Helium,311,0.04%,89.45%,0,19,-34.48275862,58.33333333,13,30,44.44444444,Helium,,SVM,
Phala Network,306,0.04%,89.49%,3,111,30.58823529,-33.92857143,11,-15.38461538,-47.61904762,Phala Network,,Other,
ThreeFold Token,302,0.04%,89.53%,0,67,-20.23809524,-32.32323232,14,-30,-26.31578947,ThreeFold Token,,Other,
XDC,302,0.04%,89.57%,7,19,-26.92307692,-45.71428571,8,-27.27272727,-20,XDC,,Other,
Zcash,295,0.04%,89.61%,2,122,-37.75510204,29.78723404,22,-18.51851852,4.761904762,Zcash,,Other,
Fuse,281,0.04%,89.65%,2,120,380,11.11111111,7,-22.22222222,-36.36363636,Fuse,,Other,
Circom Language,277,0.04%,89.69%,0,251,-23.24159021,-39.66346154,35,-25.53191489,-45.3125,Circom Language,,Other,
ChainSafe,277,0.04%,89.73%,0,88,203.4482759,10,26,116.6666667,4,ChainSafe,,Other,
dYdX,275,0.04%,89.77%,2,48,-50,-67.34693878,14,-26.31578947,-57.57575758,dYdX,,CosmWasm,
DFINITY,272,0.04%,89.81%,0,888,-21.89973615,-0.6711409396,110,-20.28985507,-14.0625,DFINITY,,Other,
OKX,266,0.04%,89.84%,7,2029,-2.825670498,11.48351648,20,-4.761904762,25,OKX,,Other,
libp2p,266,0.04%,89.88%,0,51,82.14285714,-15,11,-8.333333333,-31.25,libp2p,,Other,
RSK Smart Bitcoin,264,0.04%,89.92%,1,70,4.47761194,2.941176471,7,-53.33333333,-46.15384615,RSK Smart Bitcoin,,Other,
Trail of Bits,262,0.04%,89.95%,0,87,-16.34615385,0,15,-16.66666667,0,Trail of Bits,,Other,
Linea,260,0.04%,89.99%,17,111,52.05479452,-38.67403315,33,6.451612903,-31.25,Linea,,EVM,
Cronos,259,0.04%,90.03%,12,39,-27.77777778,-72.72727273,15,0,-54.54545455,Cronos,,not labelled,
ICON,259,0.04%,90.06%,1,96,-38.06451613,-38.06451613,10,-64.28571429,-41.17647059,ICON,,not labelled,
Ape Framework,258,0.04%,90.10%,0,322,8.783783784,71.27659574,56,7.692307692,33.33333333,Ape Framework,,not labelled,
Dash,252,0.04%,90.13%,2,84,42.37288136,-22.22222222,16,23.07692308,-5.882352941,Dash,,not labelled,
Conflux Network,251,0.04%,90.17%,8,141,1.438848921,35.57692308,25,47.05882353,56.25,Conflux Network,,not labelled,
Aeternity,251,0.04%,90.20%,0,20,-41.17647059,-35.48387097,11,-15.38461538,-8.333333333,Aeternity,,not labelled,
Golem,251,0.04%,90.24%,0,48,433.3333333,-40.74074074,7,133.3333333,-41.66666667,Golem,,not labelled,
Canto,245,0.03%,90.27%,2,177,-41.39072848,80.6122449,10,0,0,Canto,,not labelled,
MetaMask,243,0.03%,90.31%,1,3039,19.8816568,81.21645796,84,5,-2.325581395,MetaMask,,not labelled,
Sui Network,243,0.03%,90.34%,13,160,-4.191616766,-8.571428571,37,2.777777778,12.12121212,Sui Network,,not labelled,
Brave,242,0.03%,90.38%,0,219,-7.203389831,-2.666666667,40,-13.04347826,-16.66666667,Brave,,not labelled,
Ergo Developer Tooling,241,0.03%,90.41%,0,29,-40.81632653,7.407407407,8,0,100,Ergo Developer Tooling,,not labelled,
Ocean Protocol,239,0.03%,90.44%,0,20,-39.39393939,-62.96296296,9,0,-10,Ocean Protocol,,not labelled,
Orbs,239,0.03%,90.48%,0,8,-71.42857143,-84.90566038,4,0,0,Orbs,,not labelled,
Ethereum Vault,238,0.03%,90.51%,0,202,26.25,0,56,-1.754385965,-9.677419355,Ethereum Vault,,not labelled,
Smart Contract Kit,237,0.03%,90.54%,0,267,51.70454545,20.81447964,58,-7.936507937,-12.12121212,Smart Contract Kit,,not labelled,
Movement,237,0.03%,90.58%,5,25,-87.80487805,-81.48148148,10,-52.38095238,-28.57142857,Movement,,not labelled,
DAppNode,236,0.03%,90.61%,0,46,91.66666667,21.05263158,5,-44.44444444,-37.5,DAppNode,,not labelled,
Dogecoin,233,0.03%,90.64%,10,93,6.896551724,-52.30769231,15,-6.25,-48.27586207,Dogecoin,,not labelled,
Juno,233,0.03%,90.67%,4,22,-33.33333333,120,8,0,33.33333333,Juno,,not labelled,
Zondax,233,0.03%,90.71%,0,12,-20,-76.47058824,5,0,-28.57142857,Zondax,,not labelled,
Tokemak,227,0.03%,90.74%,0,82,-7.865168539,6.493506494,12,-14.28571429,0,Tokemak,,not labelled,
Blast,225,0.03%,90.77%,22,219,-33.43465046,22.34636872,26,18.18181818,0,Blast,,not labelled,
Bitcoin Cash,224,0.03%,90.80%,3,51,-5.555555556,-46.31578947,12,9.090909091,9.090909091,Bitcoin Cash,,not labelled,
Huobi Token,219,0.03%,90.83%,20,5,25,66.66666667,2,-33.33333333,0,Huobi Token,,not labelled,
CosmWasm,217,0.03%,90.86%,0,129,-25.86206897,-45.10638298,30,7.142857143,7.142857143,CosmWasm,,not labelled,
Waves,217,0.03%,90.89%,1,9,-18.18181818,-25,5,-16.66666667,-16.66666667,Waves,,not labelled,
Nethermind,216,0.03%,90.92%,0,158,163.3333333,21.53846154,33,37.5,-8.333333333,Nethermind,,not labelled,
EVMOS,216,0.03%,90.95%,4,65,-1.515151515,-39.81481481,9,-40,-57.14285714,EVMOS,,not labelled,
Uniswap,215,0.03%,90.98%,2,73,170.3703704,37.73584906,23,109.0909091,21.05263158,Uniswap,,not labelled,
Axelar Network,214,0.03%,91.01%,5,167,9.868421053,-23.74429224,60,17.64705882,-11.76470588,Axelar Network,,not labelled,
Subsquid,214,0.03%,91.04%,0,36,-78.82352941,-81.15183246,10,-9.090909091,0,Subsquid,,not labelled,
Celo Dollar,206,0.03%,91.07%,0,65,16.07142857,-28.57142857,26,62.5,13.04347826,Celo Dollar,,not labelled,
Secret,204,0.03%,91.10%,2,30,-31.81818182,76.47058824,9,-10,12.5,Secret,,not labelled,
STARKEx (Stack),201,0.03%,91.13%,9,219,-4.366812227,-38.82681564,16,-11.11111111,-33.33333333,STARKEx (Stack),,not labelled,
Kadena,198,0.03%,91.16%,2,41,51.85185185,-77.3480663,12,20,0,Kadena,,not labelled,
Pocket Network,198,0.03%,91.18%,0,29,-44.23076923,-9.375,9,50,28.57142857,Pocket Network,,not labelled,
Telos,198,0.03%,91.21%,5,24,-11.11111111,9.090909091,3,-50,-25,Telos,,not labelled,
Ethereum Name Service,197,0.03%,91.24%,0,43,22.85714286,-27.11864407,11,-21.42857143,-35.29411765,Ethereum Name Service,,not labelled,
Interledger,197,0.03%,91.27%,0,37,-48.61111111,-43.93939394,10,-41.17647059,-47.36842105,Interledger,,not labelled,
Streaming Fast,197,0.03%,91.29%,0,25,-52.83018868,-63.23529412,6,-25,-25,Streaming Fast,,not labelled,
Basic Attention Token,196,0.03%,91.32%,0,224,-8.943089431,-4.273504274,42,-14.28571429,-14.28571429,Basic Attention Token,,not labelled,
Synthetix,196,0.03%,91.35%,2,143,126.984127,12.5984252,11,-26.66666667,-50,Synthetix,,not labelled,
Hyperledger Labs,194,0.03%,91.37%,1,73,17.74193548,-1.351351351,16,-27.27272727,-27.27272727,Hyperledger Labs,,not labelled,
Kleros,188,0.03%,91.40%,1,70,311.7647059,400,7,40,133.3333333,Kleros,,not labelled,
Taiko,187,0.03%,91.43%,2,46,-19.29824561,-50.53763441,19,11.76470588,-13.63636364,Taiko,,not labelled,
Flare,186,0.03%,91.45%,2,131,36.45833333,89.85507246,19,11.76470588,46.15384615,Flare,,not labelled,
Lambdaclass,185,0.03%,91.48%,0,169,-26.52173913,89.88764045,27,3.846153846,17.39130435,Lambdaclass,,not labelled,
Fluence,184,0.03%,91.50%,0,7,-36.36363636,-94.96402878,2,-50,-83.33333333,Fluence,,not labelled,
Sora,182,0.03%,91.53%,0,156,11.42857143,147.6190476,20,42.85714286,5.263157895,Sora,,not labelled,
Immutable,181,0.03%,91.56%,7,219,-4.366812227,-38.82681564,16,-11.11111111,-33.33333333,Immutable,,not labelled,
Tellor,181,0.03%,91.58%,0,17,112.5,-57.5,9,125,28.57142857,Tellor,,not labelled,
Darwinia,181,0.03%,91.61%,0,292,-23.95833333,2333.333333,3,0,-25,Darwinia,,not labelled,
Darwinia Network,181,0.03%,91.63%,0,292,-23.95833333,2333.333333,3,0,-25,Darwinia Network,,not labelled,
Gitcoin,178,0.02%,91.66%,1,44,15.78947368,-60.36036036,9,-10,0,Gitcoin,,not labelled,
Zilliqa,177,0.02%,91.68%,1,55,48.64864865,175,17,54.54545455,183.3333333,Zilliqa,,not labelled,
Ethereum Classic,177,0.02%,91.71%,1,3,,0,2,,100,Ethereum Classic,,not labelled,
Lido,176,0.02%,91.73%,0,85,203.5714286,-39.28571429,22,144.4444444,10,Lido,,not labelled,
Octopus Network,174,0.02%,91.75%,3,6,-40,-57.14285714,2,-33.33333333,-50,Octopus Network,,not labelled,
Zenlink,171,0.02%,91.78%,10,55,-39.56043956,-41.4893617,15,87.5,50,Zenlink,,not labelled,
Livepeer,168,0.02%,91.80%,0,134,162.745098,94.20289855,23,91.66666667,155.5555556,Livepeer,,not labelled,
Litecoin,168,0.02%,91.83%,6,87,33.84615385,-29.26829268,19,5.555555556,-9.523809524,Litecoin,,not labelled,
BitPay,168,0.02%,91.85%,0,16,-48.38709677,-51.51515152,5,-37.5,-50,BitPay,,not labelled,
Madara,165,0.02%,91.87%,0,126,53.65853659,-68.34170854,31,3.333333333,-53.03030303,Madara,,not labelled,
Holo,165,0.02%,91.89%,0,22,-18.51851852,-37.14285714,9,0,-10,Holo,,not labelled,
Vechain,163,0.02%,91.92%,1,58,163.6363636,20.83333333,16,166.6666667,23.07692308,Vechain,,not labelled,
Liquid Network,163,0.02%,91.94%,4,3,200,50,2,100,0,Liquid Network,,not labelled,
Sei Network,162,0.02%,91.96%,7,78,-16.12903226,-22.77227723,26,36.84210526,-16.12903226,Sei Network,,not labelled,
Storj,160,0.02%,91.99%,0,30,-26.82926829,-53.84615385,9,-40,-47.05882353,Storj,,not labelled,
Ethersphere,159,0.02%,92.01%,0,16,-23.80952381,-56.75675676,7,-41.66666667,-30,Ethersphere,,not labelled,
Coinbase,158,0.02%,92.03%,0,70,-11.39240506,-51.04895105,25,4.166666667,-16.66666667,Coinbase,,not labelled,
Oraichain Token,158,0.02%,92.05%,0,36,-55,-79.88826816,5,-50,-58.33333333,Oraichain Token,,not labelled,
aelf,158,0.02%,92.07%,0,7,-88.13559322,-65,4,-50,-20,aelf,,not labelled,
Magic,158,0.02%,92.10%,0,10,25,-81.13207547,4,0,0,Magic,,not labelled,
Nano,158,0.02%,92.12%,0,4,-55.55555556,300,2,100,100,Nano,,not labelled,
Radix DLT,156,0.02%,92.14%,2,116,-18.88111888,-18.88111888,15,-6.25,-16.66666667,Radix DLT,,not labelled,
RISC Zero,155,0.02%,92.16%,0,291,150.862069,29.91071429,44,22.22222222,-13.7254902,RISC Zero,,not labelled,
Push Protocol (previously EPNS),155,0.02%,92.18%,0,118,742.8571429,93.44262295,6,50,50,Push Protocol (previously EPNS),,not labelled,
NonceGeekDAO,155,0.02%,92.20%,0,3,50,,1,0,,NonceGeekDAO,,not labelled,
Hyperweb,153,0.02%,92.23%,1,104,-36.96969697,-23.52941176,20,42.85714286,11.11111111,Hyperweb,,not labelled,
NilFoundation,153,0.02%,92.25%,0,48,166.6666667,-15.78947368,8,14.28571429,-33.33333333,NilFoundation,,not labelled,
Open Source Cryptography,152,0.02%,92.27%,0,212,7.614213198,19.7740113,62,26.53061224,44.18604651,Open Source Cryptography,,not labelled,
Runtime Verification,152,0.02%,92.29%,0,32,3.225806452,-34.69387755,17,142.8571429,21.42857143,Runtime Verification,,not labelled,
Cyfrin,151,0.02%,92.31%,0,106,-9.401709402,-1.851851852,9,12.5,-35.71428571,Cyfrin,,not labelled,
yearn.finance,151,0.02%,92.33%,0,12,-58.62068966,-47.82608696,7,-12.5,75,yearn.finance,,not labelled,
Limechain,151,0.02%,92.35%,0,4,-60,300,4,-42.85714286,300,Limechain,,not labelled,
Injective,150,0.02%,92.37%,3,665,-7.252440725,-6.4697609,13,8.333333333,8.333333333,Injective,,not labelled,
Sushi Swap,149,0.02%,92.40%,2,52,136.3636364,-41.57303371,7,250,16.66666667,Sushi Swap,,not labelled,
iExec RLC,149,0.02%,92.42%,0,58,427.2727273,-49.12280702,4,33.33333333,-66.66666667,iExec RLC,,not labelled,
Bifrost,148,0.02%,92.44%,9,52,-42.85714286,-42.22222222,13,62.5,62.5,Bifrost,,not labelled,
SingularityNET,148,0.02%,92.46%,0,20,-71.01449275,-13.04347826,8,14.28571429,60,SingularityNET,,not labelled,
citizend,148,0.02%,92.48%,0,2,-90.90909091,-85.71428571,1,-66.66666667,-66.66666667,citizend,,not labelled,
LINE,147,0.02%,92.50%,0,132,2.325581395,46.66666667,15,66.66666667,36.36363636,LINE,,not labelled,
Octusbridge,147,0.02%,92.52%,0,19,-68.33333333,-68.33333333,8,-11.11111111,-27.27272727,Octusbridge,,not labelled,
Ordinals (Bitcoin),147,0.02%,92.54%,0,12,-20,-72.09302326,6,-14.28571429,-53.84615385,Ordinals (Bitcoin),,not labelled,
MLabs,147,0.02%,92.56%,0,20,0,-75,4,-55.55555556,-50,MLabs,,not labelled,
